Time in ms,flex1,flex2,flex3,flex4,flex5,flex6,Set,Labels
2279,151,216,114,135,65,148,train,5.0
2098,152,217,113,134,64,149,train,5.0
1826,151,216,111,136,64,147,train,5.0
1953,156,216,112,128,62,155,train,5.0
2195,156,215,115,128,63,155,train,5.0
1712,155,215,112,127,62,155,train,5.0
2254,155,216,112,129,62,155,train,5.0
2043,155,216,113,128,63,154,train,5.0
2778,148,205,107,140,68,157,test,5.0
2869,148,205,107,140,68,158,test,5.0
1903,148,202,103,138,65,157,test,5.0
2174,149,204,105,138,68,157,test,5.0
2688,148,204,107,139,68,157,test,5.0
2680,155,226,125,126,64,140,train,5.0
2288,155,226,123,126,62,142,train,5.0
2620,155,227,125,126,64,140,train,5.0
2530,155,226,124,127,64,142,train,5.0
2349,155,226,124,126,64,142,train,5.0
1968,152,212,98,135,67,151,train,5.0
2933,151,215,99,138,69,149,train,5.0
2994,150,215,99,138,70,149,train,5.0
2903,152,215,98,137,69,150,train,5.0
2088,151,214,96,135,67,150,train,5.0
3207,160,224,169,235,128,88,train,6.0
3387,159,224,170,236,127,88,train,6.0
1698,160,230,166,242,130,93,train,6.0
3418,160,224,170,236,128,89,train,6.0
1849,161,229,168,242,130,85,train,6.0
3127,161,222,177,222,141,104,train,6.0
2440,161,219,168,217,142,101,train,6.0
4093,161,230,182,225,144,106,train,6.0
1775,165,230,174,233,138,91,train,6.0
3719,161,230,181,226,143,106,train,6.0
3957,164,226,172,244,141,93,train,6.0
1666,162,218,156,242,137,91,train,6.0
2449,163,224,171,243,140,92,train,6.0
2329,163,224,170,243,140,93,train,6.0
2027,163,221,168,243,139,93,train,6.0
3525,152,234,181,227,154,117,train,6.0
3681,151,234,181,228,155,117,train,6.0
4585,152,234,183,230,157,112,train,6.0
3931,151,235,183,229,157,116,train,6.0
4897,152,236,183,231,157,111,train,6.0
3367,156,208,170,241,141,96,train,6.0
2583,154,204,168,240,140,95,train,6.0
3398,157,208,171,242,142,97,train,6.0
2825,156,206,169,241,141,97,train,6.0
3006,157,207,170,241,141,97,train,6.0
3207,160,220,177,241,134,96,test,6.0
2543,161,214,176,242,131,96,test,6.0
2935,163,218,175,243,134,96,test,6.0
3055,161,219,177,241,134,96,test,6.0
2633,160,215,176,242,132,96,test,6.0
2661,162,218,174,239,142,95,train,6.0
1652,164,232,183,244,131,149,train,6.0
2691,160,219,174,239,142,94,train,6.0
2027,163,237,179,245,140,91,train,6.0
1965,164,236,178,245,140,115,train,6.0
3045,161,211,178,237,137,98,train,6.0
2925,161,210,178,235,138,99,train,6.0
2653,160,208,174,235,136,97,train,6.0
3409,162,212,181,239,140,98,train,6.0
3591,161,213,181,239,140,98,train,6.0
2450,157,212,173,238,135,96,train,6.0
2330,158,211,173,237,136,97,train,6.0
2058,157,210,173,237,136,95,train,6.0
2812,158,215,176,238,135,97,train,6.0
2994,159,215,176,238,134,98,train,6.0
2902,162,222,177,241,138,95,train,6.0
2480,162,221,176,240,138,94,train,6.0
2509,162,222,176,241,137,97,train,6.0
3022,161,223,177,240,137,95,train,6.0
2781,163,222,176,240,138,97,train,6.0
2580,162,229,193,234,144,93,test,6.0
1916,161,226,177,236,144,89,test,6.0
3395,163,231,195,236,144,95,test,6.0
2037,160,222,178,233,145,87,test,6.0
3575,163,231,195,236,145,95,test,6.0
2719,161,220,173,242,141,91,train,6.0
1809,157,227,171,243,121,123,train,6.0
2479,162,222,172,240,138,89,train,6.0
2750,161,222,174,241,141,93,train,6.0
2358,164,223,172,241,133,86,train,6.0
3976,171,232,175,240,149,100,train,6.0
1622,172,236,183,242,146,141,train,6.0
2425,169,227,172,236,142,101,train,6.0
2300,169,230,175,239,140,105,train,6.0
1990,168,229,170,241,155,97,train,6.0
2965,160,216,185,241,131,96,test,6.0
2633,160,215,184,242,131,97,test,6.0
2483,161,214,183,241,132,96,test,6.0
2996,161,216,185,242,132,98,test,6.0
2362,161,213,182,241,131,97,test,6.0
3483,156,227,183,239,137,93,train,6.0
3061,155,226,184,237,136,94,train,6.0
3091,155,227,184,237,136,91,train,6.0
3604,156,227,183,240,137,94,train,6.0
3362,155,227,183,238,137,93,train,6.0
2049,160,224,166,240,137,96,test,6.0
2954,161,225,168,240,140,98,test,6.0
2923,161,224,168,239,140,96,test,6.0
1838,160,223,164,240,135,96,test,6.0
2803,160,224,167,239,140,98,test,6.0
1329,153,229,171,239,132,92,train,6.0
1479,159,229,170,240,132,89,train,6.0
2323,162,224,178,235,139,97,train,6.0
1720,162,223,167,237,134,98,train,6.0
1901,162,224,174,235,137,98,train,6.0
2237,164,226,169,235,136,98,train,6.0
2599,165,226,170,235,136,98,train,6.0
2207,164,226,169,235,136,98,train,6.0
2719,164,226,171,234,137,97,train,6.0
2147,163,227,169,235,136,97,train,6.0
2182,161,219,170,244,130,93,train,6.0
2302,161,219,171,243,131,94,train,6.0
2544,161,220,171,244,132,93,train,6.0
2513,160,220,171,244,132,94,train,6.0
1971,161,219,169,243,130,91,train,6.0
2287,163,228,162,224,152,102,train,6.0
2537,163,229,165,223,153,102,train,6.0
2037,164,226,162,224,153,100,train,6.0
2755,164,230,166,224,153,102,train,6.0
2380,163,228,164,224,154,102,train,6.0
2523,154,228,175,234,130,105,train,6.0
2897,155,228,176,235,130,106,train,6.0
2492,154,227,175,234,131,106,train,6.0
3022,155,228,176,235,131,104,train,6.0
2429,155,227,175,234,130,105,train,6.0
3313,167,228,172,236,129,100,train,6.0
3558,167,227,173,236,130,99,train,6.0
1671,165,224,165,233,121,93,train,6.0
3039,166,228,172,235,128,99,train,6.0
1821,165,225,167,233,121,97,train,6.0
2669,152,226,179,237,137,103,test,6.0
1982,151,226,179,235,138,101,test,6.0
2387,152,226,178,236,139,101,test,6.0
2512,151,226,179,236,139,102,test,6.0
2076,152,225,178,236,137,102,test,6.0
2577,165,227,177,233,146,100,train,6.0
2394,164,227,177,232,145,100,train,6.0
2121,163,226,178,232,144,98,train,6.0
2363,163,227,176,232,146,98,train,6.0
2639,164,227,176,233,146,100,train,6.0
1403,160,227,177,243,129,99,train,6.0
1554,163,224,165,237,118,96,train,6.0
2489,165,222,178,233,131,99,train,6.0
2761,165,224,178,234,133,98,train,6.0
1796,164,220,171,234,120,98,train,6.0
2556,163,231,176,237,142,105,test,6.0
3243,163,230,180,237,142,108,test,6.0
3430,162,230,179,238,142,107,test,6.0
2338,163,230,178,238,141,105,test,6.0
3305,163,230,179,238,142,108,test,6.0
2110,159,223,168,240,136,93,train,6.0
3015,159,224,171,240,138,94,train,6.0
2984,160,224,170,241,138,95,train,6.0
1899,158,223,168,241,135,91,train,6.0
2865,159,225,170,241,136,94,train,6.0
2539,150,228,177,232,133,101,train,6.0
2664,151,228,177,232,133,100,train,6.0
2913,151,228,178,232,133,102,train,6.0
2882,150,228,178,232,133,102,train,6.0
2324,151,227,176,232,133,99,train,6.0
2454,164,224,170,240,126,98,train,6.0
2819,165,224,171,240,129,99,train,6.0
2424,164,223,170,240,126,98,train,6.0
2939,165,224,171,241,130,99,train,6.0
2364,164,223,171,239,126,98,train,6.0
2606,157,227,173,231,128,101,train,6.0
2263,158,227,174,231,125,101,train,6.0
2107,158,227,174,231,126,99,train,6.0
2636,157,228,173,232,127,102,train,6.0
1983,158,227,173,231,126,101,train,6.0
3268,144,199,138,192,183,120,test,6.0
2832,147,206,139,193,186,119,test,6.0
2863,148,198,137,190,185,123,test,6.0
3425,144,201,139,191,182,120,test,6.0
3143,146,198,137,192,183,120,test,6.0
3000,162,195,142,188,173,109,train,6.0
3156,161,194,144,188,174,117,train,6.0
3343,167,194,144,187,172,114,train,6.0
3032,162,194,143,189,171,112,train,6.0
3250,163,196,142,189,172,111,train,6.0
3019,139,194,149,191,183,125,test,6.0
3112,138,193,150,190,183,130,test,6.0
2114,147,190,146,192,186,140,test,6.0
2395,143,195,148,191,187,140,test,6.0
2925,142,193,147,191,185,130,test,6.0
2644,130,200,147,192,193,148,train,6.0
2270,127,197,147,193,192,148,train,6.0
2520,127,198,147,193,192,148,train,6.0
2332,125,198,146,193,193,149,train,6.0
2052,123,196,147,195,195,140,train,6.0
3239,140,197,138,179,181,113,train,6.0
3145,140,195,136,179,182,121,train,6.0
3115,140,195,137,181,181,117,train,6.0
3458,142,198,137,179,183,120,train,6.0
2774,140,195,139,179,180,93,train,6.0
2395,116,194,147,195,193,145,test,6.0
2644,117,196,148,195,193,145,test,6.0
2145,116,192,147,194,194,142,test,6.0
2707,115,194,148,195,193,144,test,6.0
2489,119,195,148,194,194,146,test,6.0
1896,135,199,146,191,186,149,train,6.0
2052,137,201,145,192,185,150,train,6.0
2239,136,200,144,192,186,152,train,6.0
1927,136,200,146,191,186,151,train,6.0
2145,134,200,145,192,186,153,train,6.0
2332,146,193,145,191,180,159,train,6.0
2582,149,194,145,192,180,159,train,6.0
2083,145,192,146,190,179,159,train,6.0
2832,147,195,145,192,180,159,train,6.0
2426,145,193,146,191,180,158,train,6.0
2893,152,193,148,193,184,132,train,6.0
2488,150,192,149,193,182,131,train,6.0
2519,150,192,148,192,184,136,train,6.0
2862,151,192,148,193,183,132,train,6.0
2799,152,192,148,191,184,135,train,6.0
3933,118,201,147,196,184,117,train,6.0
3527,119,201,146,195,184,119,train,6.0
3559,120,201,147,197,185,118,train,6.0
3902,121,201,148,195,185,119,train,6.0
3840,122,201,148,197,185,118,train,6.0
3350,125,203,156,196,186,131,train,6.0
2975,122,206,156,194,188,136,train,6.0
2820,122,204,156,195,188,140,train,6.0
3381,127,203,156,196,187,133,train,6.0
2695,121,205,156,196,188,134,train,6.0
3422,157,185,153,191,185,127,train,6.0
3608,157,184,155,191,185,126,train,6.0
1832,151,176,136,191,182,131,train,6.0
3172,156,185,153,191,185,122,train,6.0
1988,150,181,146,189,183,131,train,6.0
3175,126,205,148,195,188,136,train,6.0
3362,128,205,149,194,186,137,train,6.0
1614,122,206,152,193,186,126,train,6.0
3393,127,205,149,195,187,139,train,6.0
1771,124,206,146,194,186,131,train,6.0
3388,138,197,152,201,191,95,train,6.0
3054,139,197,151,200,192,93,train,6.0
2933,139,199,152,199,190,99,train,6.0
3236,139,197,152,200,190,95,train,6.0
2810,138,198,151,200,191,100,train,6.0
2387,136,199,151,195,189,126,train,6.0
2918,133,198,151,195,190,127,train,6.0
2855,133,199,151,195,190,126,train,6.0
2419,136,198,151,193,190,128,train,6.0
2637,136,196,152,196,190,124,train,6.0
2401,178,233,197,235,114,159,train,7.0
1995,179,233,198,235,112,160,train,7.0
2338,178,233,197,234,115,160,train,7.0
2244,178,234,197,236,112,160,train,7.0
2057,179,233,197,235,112,160,train,7.0
2900,177,237,198,226,120,152,train,7.0
2557,177,237,198,226,120,154,train,7.0
2433,178,237,197,225,119,154,train,7.0
2745,177,237,198,226,121,152,train,7.0
2308,178,237,197,226,119,154,train,7.0
4638,164,237,192,224,108,147,train,7.0
5762,164,236,192,225,107,147,train,7.0
3952,165,236,192,224,111,147,train,7.0
3266,165,236,192,225,111,148,train,7.0
4545,165,236,193,224,109,147,train,7.0
2745,175,237,200,239,117,156,train,7.0
2402,177,237,198,236,115,160,train,7.0
2277,177,236,199,237,115,162,train,7.0
2588,175,237,197,238,117,158,train,7.0
2152,176,236,199,236,116,161,train,7.0
4524,178,210,175,217,159,171,train,7.0
3587,180,210,174,220,156,171,train,7.0
3213,181,210,179,226,161,172,train,7.0
3368,180,208,175,220,151,171,train,7.0
3961,179,210,175,218,154,170,train,7.0
1746,171,238,200,243,119,140,train,7.0
2245,170,239,201,243,122,139,train,7.0
1715,171,238,200,241,120,139,train,7.0
2120,170,238,201,242,123,138,train,7.0
1466,172,238,199,241,115,141,train,7.0
2870,176,239,201,232,127,152,train,7.0
2495,175,239,200,235,125,156,train,7.0
2745,175,238,200,234,127,154,train,7.0
2557,175,238,201,234,126,154,train,7.0
2277,176,238,201,236,128,155,train,7.0
2745,176,237,197,223,119,153,test,7.0
2838,176,237,197,223,119,152,test,7.0
1840,177,237,197,225,116,156,test,7.0
2120,176,236,199,223,119,154,test,7.0
2651,176,237,198,222,119,152,test,7.0
2089,169,235,196,226,114,152,train,7.0
2620,168,235,196,225,112,152,train,7.0
2557,168,235,197,225,113,151,train,7.0
2120,169,235,196,225,113,151,train,7.0
2339,169,235,195,225,114,153,train,7.0
2922,169,237,193,231,112,148,train,7.0
2236,172,237,193,230,112,149,train,7.0
2641,171,236,193,231,112,146,train,7.0
2766,170,237,193,231,112,148,train,7.0
2330,172,236,193,231,112,150,train,7.0
3150,174,234,186,226,119,163,test,7.0
2713,175,234,187,224,120,166,test,7.0
2995,174,235,186,226,119,166,test,7.0
2776,176,234,187,226,119,164,test,7.0
2495,177,234,187,227,119,167,test,7.0
2682,181,234,198,241,136,168,train,7.0
2495,181,234,198,242,136,169,train,7.0
2214,181,234,199,240,136,170,train,7.0
2464,181,234,198,241,136,170,train,7.0
2745,181,234,199,241,136,168,train,7.0
2277,177,236,198,236,143,157,test,7.0
2527,177,235,199,235,141,154,test,7.0
2027,178,236,199,237,147,158,test,7.0
2745,178,236,199,237,139,155,test,7.0
2370,178,235,198,235,140,156,test,7.0
2152,178,238,198,237,118,160,train,7.0
2682,178,238,199,237,119,158,train,7.0
2620,178,237,198,238,118,158,train,7.0
2183,179,237,199,237,117,161,train,7.0
2402,177,237,199,237,118,159,train,7.0
2838,175,237,202,229,133,152,train,7.0
2433,175,238,201,229,133,152,train,7.0
2776,175,237,202,229,134,151,train,7.0
2682,175,238,201,229,134,152,train,7.0
2495,176,238,201,230,133,152,train,7.0
2620,169,214,167,233,158,154,train,7.0
2245,168,213,165,234,159,154,train,7.0
2089,168,212,166,234,159,152,train,7.0
2651,169,214,166,235,159,154,train,7.0
1965,166,212,166,234,160,154,train,7.0
2620,175,222,175,237,162,156,test,7.0
2183,175,222,176,237,161,156,test,7.0
2464,174,223,176,237,161,156,test,7.0
2245,175,223,176,238,162,156,test,7.0
1965,176,223,174,238,161,158,test,7.0
2527,163,223,175,232,161,162,train,7.0
2776,163,223,174,232,161,161,train,7.0
2277,164,222,174,232,162,164,train,7.0
2838,163,222,174,230,160,162,train,7.0
2620,163,223,174,232,161,162,train,7.0
2464,161,221,176,235,159,149,train,7.0
2713,162,222,176,235,157,149,train,7.0
2214,161,221,176,235,158,151,train,7.0
2963,164,221,176,235,159,148,train,7.0
2557,162,222,177,235,158,149,train,7.0
2557,176,220,177,236,160,149,train,7.0
2152,178,221,177,236,161,154,train,7.0
2183,177,220,177,237,159,154,train,7.0
2527,177,221,177,237,159,152,train,7.0
2464,177,220,176,236,159,152,train,7.0
2214,156,215,166,232,167,161,test,7.0
3213,160,215,166,232,165,159,test,7.0
3275,161,216,166,233,166,158,test,7.0
3181,161,215,167,232,166,158,test,7.0
2339,154,215,165,233,166,159,test,7.0
2089,161,219,173,234,157,154,train,7.0
2776,163,219,174,233,156,154,train,7.0
2963,163,219,173,233,156,153,train,7.0
1871,163,219,172,234,158,156,train,7.0
2838,164,220,174,233,158,154,train,7.0
1746,164,220,176,238,163,158,train,7.0
1996,164,220,176,238,161,158,train,7.0
1497,163,219,177,238,163,160,train,7.0
2214,164,221,177,238,162,156,train,7.0
1840,164,220,177,238,162,159,train,7.0
2277,166,224,175,234,164,157,train,7.0
1934,169,224,176,235,164,159,train,7.0
1809,169,224,175,234,165,159,train,7.0
2120,168,224,176,234,163,160,train,7.0
1684,169,223,175,234,164,158,train,7.0
2995,161,227,172,236,167,162,test,7.0
2308,159,226,174,236,167,163,test,7.0
2713,159,226,174,237,168,161,test,7.0
2838,160,226,173,238,168,162,test,7.0
2402,160,227,173,237,167,164,test,7.0
1934,173,222,170,236,163,161,train,7.0
1840,172,222,168,236,163,161,train,7.0
1809,174,222,169,235,164,163,train,7.0
2152,172,222,169,235,162,160,train,7.0
1466,173,222,169,236,164,164,train,7.0
3150,171,222,166,236,164,157,train,7.0
2776,173,221,166,236,163,158,train,7.0
2620,174,222,165,235,164,157,train,7.0
3181,173,223,166,235,163,158,train,7.0
2495,175,222,166,235,164,158,train,7.0
2527,160,212,160,231,152,159,train,7.0
2152,161,211,160,231,154,160,train,7.0
2402,161,211,160,231,154,157,train,7.0
2214,161,211,160,231,154,160,train,7.0
1934,162,211,158,231,153,161,train,7.0
2682,164,220,169,234,165,152,train,7.0
2277,165,221,169,234,166,153,train,7.0
2308,165,219,170,234,164,154,train,7.0
2651,165,219,170,235,164,153,train,7.0
2588,164,220,169,235,165,154,train,7.0
2214,168,221,170,234,161,158,train,7.0
1715,168,220,169,234,162,157,train,7.0
2058,167,220,169,234,160,157,train,7.0
1777,169,220,169,235,161,157,train,7.0
1497,168,218,169,233,163,157,train,7.0
2277,163,224,172,237,166,160,train,7.0
2308,163,224,172,237,167,158,train,7.0
2433,162,224,172,237,166,158,train,7.0
2713,161,224,171,237,166,157,train,7.0
2682,161,224,172,236,166,157,train,7.0
3629,124,145,96,121,74,113,train,7.0
4006,125,148,99,123,77,111,train,7.0
3599,123,146,97,119,75,112,train,7.0
4094,126,148,96,121,77,111,train,7.0
3540,120,146,96,119,77,112,train,7.0
2932,132,143,93,121,77,112,train,7.0
2612,131,140,96,118,77,111,train,7.0
2466,128,138,94,117,75,113,train,7.0
2962,132,142,96,119,78,113,train,7.0
2351,127,138,93,116,75,112,train,7.0
2914,127,133,89,120,72,112,test,7.0
3031,128,134,90,121,72,113,test,7.0
3263,129,135,89,124,74,108,test,7.0
3234,130,135,89,122,73,112,test,7.0
2710,127,133,88,119,69,110,test,7.0
3093,134,141,102,121,85,115,train,7.0
2738,132,138,97,122,83,115,train,7.0
2974,135,143,98,122,85,114,train,7.0
2797,134,140,99,121,84,115,train,7.0
2533,133,138,98,119,83,113,train,7.0
2693,134,145,103,124,79,116,train,7.0
2030,128,143,100,118,77,112,train,7.0
2421,132,145,102,122,76,115,train,7.0
2541,133,144,102,124,78,113,train,7.0
2119,130,143,101,120,76,114,train,7.0
2248,143,133,81,123,68,109,train,7.0
2394,143,136,84,123,66,113,train,7.0
2569,144,133,86,124,69,114,train,7.0
2277,142,133,85,123,66,112,train,7.0
2481,145,133,84,125,69,112,train,7.0
2307,122,142,90,122,63,109,train,7.0
2801,124,139,92,126,71,108,train,7.0
2743,123,139,91,122,73,110,train,7.0
2335,122,141,91,123,67,109,train,7.0
2539,121,140,90,122,71,110,train,7.0
2567,135,141,93,130,69,114,train,7.0
2392,132,140,94,130,69,112,train,7.0
2129,131,137,92,130,66,112,train,7.0
2363,132,139,91,131,71,112,train,7.0
2625,134,141,93,129,70,112,train,7.0
1796,129,139,97,122,74,115,train,7.0
1941,129,140,97,122,75,115,train,7.0
2116,130,139,99,124,74,113,train,7.0
1825,129,140,98,122,74,116,train,7.0
2029,129,141,99,123,73,114,train,7.0
2499,129,139,93,115,66,111,train,7.0
2994,131,141,93,119,69,114,train,7.0
2935,129,140,93,118,72,114,train,7.0
2528,129,138,93,116,68,111,train,7.0
2732,130,137,93,117,68,110,train,7.0
2430,130,131,96,111,77,110,test,7.0
1771,178,188,131,160,115,114,test,7.0
3362,133,138,94,118,77,112,test,7.0
1085,161,221,199,229,155,120,test,7.0
2983,130,136,95,112,75,111,test,7.0
2032,138,151,104,126,74,104,train,7.0
2273,141,151,106,128,75,104,train,7.0
1790,144,149,106,132,78,112,train,7.0
2514,142,151,106,130,75,105,train,7.0
2122,139,150,106,127,74,107,train,7.0
3202,132,137,100,124,80,107,test,7.0
3590,132,139,98,123,81,111,test,7.0
3172,133,136,101,126,79,110,test,7.0
3679,132,141,101,127,77,108,test,7.0
3113,130,138,98,125,79,111,test,7.0
2771,137,134,93,120,76,111,train,7.0
3528,137,138,94,121,77,113,train,7.0
3266,136,136,96,120,76,113,train,7.0
3703,138,138,94,120,79,114,train,7.0
2888,137,135,94,118,78,114,train,7.0
2566,144,148,108,124,88,112,train,7.0
2203,141,146,107,123,87,112,train,7.0
2445,143,148,108,124,88,110,train,7.0
2264,143,145,108,124,90,113,train,7.0
1992,140,146,108,122,86,110,train,7.0
